path,scope,stage,verdict,relationship,transform_id,ancestor_path,ancestor_sha256,sha256_pre_s0,sha256_post_s02,sha256_post_s03,sha256_post_s04,sha256_post_s05,sha256_post_s06,sha256_post_s07,sha256_post_s08,size_bytes,is_python,parses,n_syntax_warnings,n_crlf,n_lf,n_nonascii,has_cookie,rationale
tools/s0_transform/externalise_paths.py,infrastructure,S0.0,new,origin,,tools/s0_transform/externalise_paths.py,c22366df7195dad12b329ec88cb0aa68969186622db1f73483e0a68475adfa40,c22366df7195dad12b329ec88cb0aa68969186622db1f73483e0a68475adfa40,-,-,-,-,c22366df7195dad12b329ec88cb0aa68969186622db1f73483e0a68475adfa40,c22366df7195dad12b329ec88cb0aa68969186622db1f73483e0a68475adfa40,c22366df7195dad12b329ec88cb0aa68969186622db1f73483e0a68475adfa40,12067,True,True,0,0,309,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/remove_discards.py,infrastructure,S0.0,new,origin,,tools/s0_transform/remove_discards.py,9ebc9974411d34f07b456de9f5b984eb7443a1d555baa2a0fe00412f4581dc4e,9ebc9974411d34f07b456de9f5b984eb7443a1d555baa2a0fe00412f4581dc4e,-,-,-,-,-,9ebc9974411d34f07b456de9f5b984eb7443a1d555baa2a0fe00412f4581dc4e,9ebc9974411d34f07b456de9f5b984eb7443a1d555baa2a0fe00412f4581dc4e,13563,True,True,0,0,306,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s02_colab_commands.json,infrastructure,S0.2,new,origin,,tools/s0_transform/s02_colab_commands.json,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,-,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,d5c039844cbc504b22b862d5867c40b1fb556c1c0bf76531c4f21f18a1cc5f67,1750,False,False,0,0,45,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s02_exit_scope.json,infrastructure,S0.2,new,origin,,tools/s0_transform/s02_exit_scope.json,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,-,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,e7bc2d61c3a6d1af45e6b21663d1cfe24bceebccf379871b043cb722807ece0a,1970,False,False,0,0,29,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s02_targets.json,infrastructure,S0.2,new,origin,,tools/s0_transform/s02_targets.json,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,-,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,77796b350ad3029a579160ff7413a005fe4b9d1c549d1a7e980e51c822753326,1824,False,False,0,0,32,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s02_transform_log.json,infrastructure,S0.2,new,origin,,tools/s0_transform/s02_transform_log.json,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,-,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,43f9086474d1d864dc39cf2ae252eb460af43b47bec3b9958b340aca35980bbd,13753,False,False,0,0,359,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s03_exit_scope.json,infrastructure,S0.3,new,origin,,tools/s0_transform/s03_exit_scope.json,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,-,-,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,85dde24f21761b49b30fb2776e61accb72a9ebc1ca5e94007a01121ff3312aba,2015,False,False,0,0,36,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s03_targets.json,infrastructure,S0.3,new,origin,,tools/s0_transform/s03_targets.json,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,-,-,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,073092c2968bdc9c1215ef539ee7c193c6c0a4b8712becbc274d2cb058ce68c3,1826,False,False,0,0,26,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s03_transform_log.json,infrastructure,S0.3,new,origin,,tools/s0_transform/s03_transform_log.json,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,-,-,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,e1dc45bfda62c080a9532083535473fae74caad2367e24635ed489f630d310ce,2998362,False,False,0,0,88651,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s03_translit_map.json,infrastructure,S0.3,new,origin,,tools/s0_transform/s03_translit_map.json,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,-,-,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,5f0fd4bf6e2b2526752a649b9f60686029f369f69216e5c40c717e027b836792,16110,False,False,0,0,712,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/s04_exit_scope.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s04_exit_scope.json,43f188d585c796889e67e5a3e49daf4b198909bd4c0c09292fd58479994ac3e8,43f188d585c796889e67e5a3e49daf4b198909bd4c0c09292fd58479994ac3e8,-,-,2baaa0cadab833d36405873e2f2a09e5b22e50f3f74b190ee7f36f7eeb6c00b4,43f188d585c796889e67e5a3e49daf4b198909bd4c0c09292fd58479994ac3e8,43f188d585c796889e67e5a3e49daf4b198909bd4c0c09292fd58479994ac3e8,43f188d585c796889e67e5a3e49daf4b198909bd4c0c09292fd58479994ac3e8,43f188d585c796889e67e5a3e49daf4b198909bd4c0c09292fd58479994ac3e8,3783,False,False,0,0,65,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s05_exit_scope.json,infrastructure,S0.5,new,origin,,tools/s0_transform/s05_exit_scope.json,ec3d7b5b4a534bfe48f77a0c5fb5224886bfc7b0c55f1a1a1940b3a183c77da1,ec3d7b5b4a534bfe48f77a0c5fb5224886bfc7b0c55f1a1a1940b3a183c77da1,-,-,-,ec3d7b5b4a534bfe48f77a0c5fb5224886bfc7b0c55f1a1a1940b3a183c77da1,ec3d7b5b4a534bfe48f77a0c5fb5224886bfc7b0c55f1a1a1940b3a183c77da1,ec3d7b5b4a534bfe48f77a0c5fb5224886bfc7b0c55f1a1a1940b3a183c77da1,ec3d7b5b4a534bfe48f77a0c5fb5224886bfc7b0c55f1a1a1940b3a183c77da1,6095,False,False,0,0,69,0,False,"new infrastructure (byte-identity rule clause 3): S0.5 pins the C-08, C-09, C-14 and C-15 schemas and registers invariants I-13c and I-14 through I-18; nothing pre-existing depends on it and S0 populates nothing"
tools/s0_transform/s06_exit_scope.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s06_exit_scope.json,e132b216d29e37990e2cadd725d994bfaf1a5401d50ac5f5717d889187c461ea,e132b216d29e37990e2cadd725d994bfaf1a5401d50ac5f5717d889187c461ea,-,-,-,-,cb92eba04ad2a571d91130d3c5aedd4cb7e4c2ef290ff09ca8a84a4fb3233b0b,e132b216d29e37990e2cadd725d994bfaf1a5401d50ac5f5717d889187c461ea,e132b216d29e37990e2cadd725d994bfaf1a5401d50ac5f5717d889187c461ea,15042,False,False,0,0,160,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s06_targets.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s06_targets.json,1c13b91068169975151033d3ec38ba6167d5a1b285dfff7265751bde6d05d34e,1c13b91068169975151033d3ec38ba6167d5a1b285dfff7265751bde6d05d34e,-,-,-,-,1c13b91068169975151033d3ec38ba6167d5a1b285dfff7265751bde6d05d34e,1c13b91068169975151033d3ec38ba6167d5a1b285dfff7265751bde6d05d34e,1c13b91068169975151033d3ec38ba6167d5a1b285dfff7265751bde6d05d34e,3481,False,False,0,0,46,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s06_transform_log.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s06_transform_log.json,03ec4dbc37e68c3c3f17eb7f414d49b6b2ab6168b5a479c8fc22316bed86bb75,03ec4dbc37e68c3c3f17eb7f414d49b6b2ab6168b5a479c8fc22316bed86bb75,-,-,-,-,03ec4dbc37e68c3c3f17eb7f414d49b6b2ab6168b5a479c8fc22316bed86bb75,03ec4dbc37e68c3c3f17eb7f414d49b6b2ab6168b5a479c8fc22316bed86bb75,03ec4dbc37e68c3c3f17eb7f414d49b6b2ab6168b5a479c8fc22316bed86bb75,5547,False,False,0,0,84,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s07_discard_manifest.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s07_discard_manifest.json,75d9eb095428e6795293a133edd87bee2aafcb8a960b30337cfcb6c3cf26632a,75d9eb095428e6795293a133edd87bee2aafcb8a960b30337cfcb6c3cf26632a,-,-,-,-,-,75d9eb095428e6795293a133edd87bee2aafcb8a960b30337cfcb6c3cf26632a,75d9eb095428e6795293a133edd87bee2aafcb8a960b30337cfcb6c3cf26632a,35470,False,False,0,0,658,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s07_exit_scope.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s07_exit_scope.json,fc66a54b503bac37693cfcdbec8be26803d3bfff12bc212280ecad9a9f5ccfc2,fc66a54b503bac37693cfcdbec8be26803d3bfff12bc212280ecad9a9f5ccfc2,-,-,-,-,-,fc66a54b503bac37693cfcdbec8be26803d3bfff12bc212280ecad9a9f5ccfc2,fc66a54b503bac37693cfcdbec8be26803d3bfff12bc212280ecad9a9f5ccfc2,11202,False,False,0,0,108,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/s0_transform/s08_exit_scope.json,infrastructure,S0.0,new,origin,,tools/s0_transform/s08_exit_scope.json,19ff4f3a28d86e73c733e8da1fe22031f90cf09d1a20455898e255ac9143b060,19ff4f3a28d86e73c733e8da1fe22031f90cf09d1a20455898e255ac9143b060,-,-,-,-,-,-,19ff4f3a28d86e73c733e8da1fe22031f90cf09d1a20455898e255ac9143b060,9369,False,False,0,0,118,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/stamp_phase.py,infrastructure,S0.2,new,origin,,tools/stamp_phase.py,381806f34794f277320b5f172e5dcac132ec71029af2c5e900e20c1f346d5348,381806f34794f277320b5f172e5dcac132ec71029af2c5e900e20c1f346d5348,-,7acecd1899d8c637552e348b2215e40cba40bdfeb669ffbacec07ba0c6118fd0,7acecd1899d8c637552e348b2215e40cba40bdfeb669ffbacec07ba0c6118fd0,492dac01b50a158b0e867220d999764243c880251ef1967d4578ebbb9750e803,7e53ef6b9c5fa548584666a655efdb10139c9a3e322c90055b96501aec7a4f2e,cd9b56e9d0cbb26b850fb8226453b872b9d61c22f57527015abc62016660cad2,381806f34794f277320b5f172e5dcac132ec71029af2c5e900e20c1f346d5348,6895,True,True,0,0,181,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_2_exit.py,infrastructure,S0.2,new,origin,,tools/test_s0_2_exit.py,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,-,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,dc29ec7d7c87a6eaf8fc0318b1dd658f8e12228a6d51162b3a7a29e1a00099fa,11596,True,True,0,0,288,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_3_exit.py,infrastructure,S0.3,new,origin,,tools/test_s0_3_exit.py,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,-,-,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,17df58d01aab8034c73da117d78ccce2f70de2c3729cc73dd0db74e46aca4f98,9899,True,True,0,0,259,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_4_exit.py,infrastructure,S0.4,new,origin,,tools/test_s0_4_exit.py,ddf9ba47b8a6d9e3e6bbf0180cf82e3e05292046b529f53d8dfbf2f2e6b1e63f,ddf9ba47b8a6d9e3e6bbf0180cf82e3e05292046b529f53d8dfbf2f2e6b1e63f,-,-,2d8568f419f306ffc229f1c6ad8342da1e7ad47c0cff636ac668fb908b4632f7,ddf9ba47b8a6d9e3e6bbf0180cf82e3e05292046b529f53d8dfbf2f2e6b1e63f,ddf9ba47b8a6d9e3e6bbf0180cf82e3e05292046b529f53d8dfbf2f2e6b1e63f,ddf9ba47b8a6d9e3e6bbf0180cf82e3e05292046b529f53d8dfbf2f2e6b1e63f,ddf9ba47b8a6d9e3e6bbf0180cf82e3e05292046b529f53d8dfbf2f2e6b1e63f,19437,True,True,0,0,422,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_4_smoke.py,infrastructure,S0.0,new,origin,,tools/test_s0_4_smoke.py,7a8d6f644cffb6a5a11886982595525a7221b006a1da3edce5a2e23a1e6c4977,7a8d6f644cffb6a5a11886982595525a7221b006a1da3edce5a2e23a1e6c4977,-,-,5654ff7cd8e7a8aa082065f4f878a5a6454fea61e70539d75c8ceff58d078627,7a8d6f644cffb6a5a11886982595525a7221b006a1da3edce5a2e23a1e6c4977,7a8d6f644cffb6a5a11886982595525a7221b006a1da3edce5a2e23a1e6c4977,7a8d6f644cffb6a5a11886982595525a7221b006a1da3edce5a2e23a1e6c4977,7a8d6f644cffb6a5a11886982595525a7221b006a1da3edce5a2e23a1e6c4977,10339,True,True,0,0,281,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_5_exit.py,infrastructure,S0.5,new,origin,,tools/test_s0_5_exit.py,b41fdf00ac88ecc1203ce759b50f2863b702c1899a25c5bf7ea32361bbe47528,b41fdf00ac88ecc1203ce759b50f2863b702c1899a25c5bf7ea32361bbe47528,-,-,-,b41fdf00ac88ecc1203ce759b50f2863b702c1899a25c5bf7ea32361bbe47528,b41fdf00ac88ecc1203ce759b50f2863b702c1899a25c5bf7ea32361bbe47528,b41fdf00ac88ecc1203ce759b50f2863b702c1899a25c5bf7ea32361bbe47528,b41fdf00ac88ecc1203ce759b50f2863b702c1899a25c5bf7ea32361bbe47528,14255,True,True,0,0,298,0,False,"new infrastructure (byte-identity rule clause 3): S0.5 pins the C-08, C-09, C-14 and C-15 schemas and registers invariants I-13c and I-14 through I-18; nothing pre-existing depends on it and S0 populates nothing"
tools/test_s0_5_smoke.py,infrastructure,S0.5,new,origin,,tools/test_s0_5_smoke.py,8d10fc9624e5913c10567fa999d2187146d35175f2fc021619fa1fd45f40c3e5,8d10fc9624e5913c10567fa999d2187146d35175f2fc021619fa1fd45f40c3e5,-,-,-,8d10fc9624e5913c10567fa999d2187146d35175f2fc021619fa1fd45f40c3e5,8d10fc9624e5913c10567fa999d2187146d35175f2fc021619fa1fd45f40c3e5,8d10fc9624e5913c10567fa999d2187146d35175f2fc021619fa1fd45f40c3e5,8d10fc9624e5913c10567fa999d2187146d35175f2fc021619fa1fd45f40c3e5,19725,True,True,0,0,495,0,False,"new infrastructure (byte-identity rule clause 3): S0.5 pins the C-08, C-09, C-14 and C-15 schemas and registers invariants I-13c and I-14 through I-18; nothing pre-existing depends on it and S0 populates nothing"
tools/test_s0_6_exit.py,infrastructure,S0.0,new,origin,,tools/test_s0_6_exit.py,5ad1dfaf40fa14ee3c82666e6326a0652a2e81d1afa9f401994adeefc547e6e6,5ad1dfaf40fa14ee3c82666e6326a0652a2e81d1afa9f401994adeefc547e6e6,-,-,-,-,5ad1dfaf40fa14ee3c82666e6326a0652a2e81d1afa9f401994adeefc547e6e6,5ad1dfaf40fa14ee3c82666e6326a0652a2e81d1afa9f401994adeefc547e6e6,5ad1dfaf40fa14ee3c82666e6326a0652a2e81d1afa9f401994adeefc547e6e6,22747,True,True,0,0,466,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_6_smoke.py,infrastructure,S0.0,new,origin,,tools/test_s0_6_smoke.py,a2b396dba60e6e2674c78200be6b0388734534dea22d3b1f7564b5e4291f2193,a2b396dba60e6e2674c78200be6b0388734534dea22d3b1f7564b5e4291f2193,-,-,-,-,a2b396dba60e6e2674c78200be6b0388734534dea22d3b1f7564b5e4291f2193,a2b396dba60e6e2674c78200be6b0388734534dea22d3b1f7564b5e4291f2193,a2b396dba60e6e2674c78200be6b0388734534dea22d3b1f7564b5e4291f2193,14775,True,True,0,0,370,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_7_exit.py,infrastructure,S0.0,new,origin,,tools/test_s0_7_exit.py,f6443227b303a4ed9baf58d5871904aaa900359b32627a8255ee6fa0283d5797,f6443227b303a4ed9baf58d5871904aaa900359b32627a8255ee6fa0283d5797,-,-,-,-,-,f6443227b303a4ed9baf58d5871904aaa900359b32627a8255ee6fa0283d5797,f6443227b303a4ed9baf58d5871904aaa900359b32627a8255ee6fa0283d5797,14707,True,True,0,0,311,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_7_smoke.py,infrastructure,S0.0,new,origin,,tools/test_s0_7_smoke.py,ddb5e97c474dc386d5e367cb9a6de6f8174fe9b8722dce0af834c45f43c68a75,ddb5e97c474dc386d5e367cb9a6de6f8174fe9b8722dce0af834c45f43c68a75,-,-,-,-,-,ddb5e97c474dc386d5e367cb9a6de6f8174fe9b8722dce0af834c45f43c68a75,ddb5e97c474dc386d5e367cb9a6de6f8174fe9b8722dce0af834c45f43c68a75,12315,True,True,0,0,332,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_8_exit.py,infrastructure,S0.0,new,origin,,tools/test_s0_8_exit.py,afd700ffe26c33f5d9774d2cfb2f84ab62b47dd790351b63e508939dba7ba94c,afd700ffe26c33f5d9774d2cfb2f84ab62b47dd790351b63e508939dba7ba94c,-,-,-,-,-,-,afd700ffe26c33f5d9774d2cfb2f84ab62b47dd790351b63e508939dba7ba94c,13292,True,True,0,0,300,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_8_smoke.py,infrastructure,S0.0,new,origin,,tools/test_s0_8_smoke.py,3e9ebc419699f49dbcef14dfba5fb0aef2d2cfe9298b2465e77bc20740a9fde0,3e9ebc419699f49dbcef14dfba5fb0aef2d2cfe9298b2465e77bc20740a9fde0,-,-,-,-,-,-,3e9ebc419699f49dbcef14dfba5fb0aef2d2cfe9298b2465e77bc20740a9fde0,8540,True,True,0,0,261,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
tools/test_s0_asciify_smoke.py,infrastructure,S0.3,new,origin,,tools/test_s0_asciify_smoke.py,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,-,-,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,64f7aebbfd7598d0c73ad144c8bb8de5b7d80029512f2449b43c71a934187e51,10889,True,True,0,0,301,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_chain.py,infrastructure,S0.3,new,origin,,tools/test_s0_chain.py,0e61861701f984c54a07f52ab3d59c781587c7599e79d492ea29ff453977c8a0,0e61861701f984c54a07f52ab3d59c781587c7599e79d492ea29ff453977c8a0,-,-,a88508717441deb352d3527a00e337078ee0473f871173475ea7534d9be7d526,be648dc4f3beb3ba2cc595bd6716eaef21f94f453dcd3e70ed20af73b6536279,aada10466cad0be2a9e5a481e358a10cc0b67e743b4bc713d43b95066ab65205,296db21fd11dbfee95f8b317e398fd06d122206bbadc681ed18d3bcf8fbf7e59,0e61861701f984c54a07f52ab3d59c781587c7599e79d492ea29ff453977c8a0,22871,True,True,0,0,494,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_decolab_smoke.py,infrastructure,S0.2,new,origin,,tools/test_s0_decolab_smoke.py,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,-,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,49b18e35dbb5a1c72b536eaa7e03833e4143a50a457034ff9f8778b8d13404b3,17189,True,True,0,0,465,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_ledger_smoke.py,infrastructure,S0.0,new,origin,,tools/test_s0_ledger_smoke.py,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,57eae0d12bc97eab2621409ae7903419a069444e85a575643010e7ed83d238cf,18560,True,True,0,0,417,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/test_s0_moves_smoke.py,infrastructure,S0.2c,new,origin,,tools/test_s0_moves_smoke.py,b28d2adddb5b7ed35b9ad4b70365a4e42926fb16b0b16616d973d43885b94e72,b28d2adddb5b7ed35b9ad4b70365a4e42926fb16b0b16616d973d43885b94e72,-,42e8348d917a255c0d3fcc878aa92f7639f3d4686b3364dca291475cede39839,c18c4087d8b59083f3a0e31df84d2d35e2a3f4b07a56720404bf8d4826b90197,c0e46e478ac042ba0508ceb257e811c3da05c8d7b2584b6a9c02814bf16c066c,36ebf239b07186fd2834736b44a1e711f7695b5952ed967bb1f6874edbd00e1f,6c80713272c27493c3aa24b1faa6087f9efa98364e3ace7927e061363fdac624,b28d2adddb5b7ed35b9ad4b70365a4e42926fb16b0b16616d973d43885b94e72,15854,True,True,0,0,392,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
